id,Date,Close,Strategy
0,2021-03-01,82.52008640600597,Hold
1,2021-03-08,82.54793050698093,Hold
2,2021-03-15,80.34280088124233,Hold
3,2021-03-22,81.39596911554453,Hold
4,2021-03-29,80.57772280242308,Hold
5,2021-04-05,80.23695029302812,Hold
6,2021-04-12,82.59421727322714,Sell
7,2021-04-19,82.63962017541901,Hold
8,2021-04-26,80.30883103246178,Hold
9,2021-05-03,80.97808931689434,Hold
10,2021-05-10,82.63299728025062,Hold
11,2021-05-17,81.36395839490822,Hold
12,2021-05-24,81.93681951551767,Hold
13,2021-05-31,81.46917258882111,Hold
14,2021-06-07,81.49433358546383,Hold
15,2021-06-14,81.4438792570477,Hold
16,2021-06-21,79.97092496524985,Hold
17,2021-06-28,79.36785013812023,Hold
18,2021-07-05,81.29563571737744,Hold
19,2021-07-12,81.5467245881338,Hold
20,2021-07-19,81.45353658751692,Hold
21,2021-07-26,81.87392110061894,Hold
22,2021-08-02,82.58782739018325,Hold
23,2021-08-09,82.6174685129872,Sell
24,2021-08-16,81.96847511305828,Hold
25,2021-08-23,82.74339548667011,Sell
26,2021-08-30,82.88650443831192,Sell
27,2021-09-06,81.74464604072782,Hold
28,2021-09-13,82.75793084335061,Hold
29,2021-09-20,82.51636594084377,Hold
30,2021-09-27,82.70609435258758,Hold
31,2021-10-04,82.67817659196183,Hold
32,2021-10-11,83.35645624123414,Hold
33,2021-10-18,83.02255540146909,Hold
34,2021-10-25,82.87538986106944,Hold
35,2021-11-01,82.65844445156266,Sell
36,2021-11-08,82.71146882839204,Hold
37,2021-11-15,84.43018455041623,Sell
38,2021-11-22,86.18821028863633,Hold
39,2021-11-29,80.37696727915895,Hold
40,2021-12-06,81.71734784981405,Hold
41,2021-12-13,82.81729642396735,Hold
42,2021-12-20,79.97045300809414,Hold
43,2021-12-27,81.13598876484322,Hold
44,2022-01-03,81.34447542468527,Hold
45,2022-01-10,78.81735190073303,Hold
46,2022-01-17,82.58839409858841,Hold
47,2022-01-24,81.46397287061248,Hold
48,2022-01-31,81.5095151382249,Hold
49,2022-02-07,81.54278185118874,Hold
50,2022-02-14,81.86043838010164,Hold
51,2022-02-21,82.20142551185127,Hold
52,2022-02-28,82.19498585963593,Sell
53,2022-03-07,82.90087307743157,Sell
54,2022-03-14,82.57925708424781,Hold
55,2022-03-21,82.79595613303611,Hold
56,2022-03-28,82.172515060409,Hold
57,2022-04-04,82.36646453633146,Hold
58,2022-04-11,82.80403632032356,Sell
59,2022-04-18,83.23868655751224,Hold
60,2022-04-25,82.79154914159602,Sell
61,2022-05-02,82.50185010213846,Sell
62,2022-05-09,81.43953928944471,Hold
63,2022-05-16,82.87252006184497,Hold
64,2022-05-23,82.27393013980151,Hold
65,2022-05-30,82.57010257123517,Hold
66,2022-06-06,80.12189103943105,Hold
67,2022-06-13,79.33673392048539,Hold
68,2022-06-20,79.99488816821868,Hold
69,2022-06-27,78.60610643248916,Hold
70,2022-07-04,78.99226056092704,Hold
71,2022-07-11,78.05350528516766,Hold
72,2022-07-18,79.03225707859339,Hold
73,2022-07-25,78.18477546032878,Hold
74,2022-08-01,79.0512202971034,Hold
75,2022-08-08,78.96312632486466,Hold
76,2022-08-15,76.2714157279004,Hold
77,2022-08-22,76.87084719760546,Hold
78,2022-08-29,76.02965028443369,Hold
79,2022-09-05,78.85413310897525,Hold
80,2022-09-12,78.01099449237309,Hold
81,2022-09-19,78.20118641420022,Hold
82,2022-09-26,77.64530000187244,Hold
83,2022-10-03,77.74335435247444,Hold
84,2022-10-10,79.59750449243013,Hold
85,2022-10-17,77.04805105583259,Hold
86,2022-10-24,76.16214642189036,Hold
87,2022-10-31,76.07306843264564,Hold
88,2022-11-07,76.1907038471475,Hold
89,2022-11-14,76.57854930162213,Hold
90,2022-11-21,77.96912111744915,Hold
91,2022-11-28,77.51911657309257,Hold
92,2022-12-05,78.61912423686357,Hold
93,2022-12-12,77.72655115352049,Hold
94,2022-12-19,76.56546893807804,Hold
95,2022-12-26,77.18378892622275,Hold
96,2023-01-02,78.63798143998733,Hold
97,2023-01-09,78.63919028774556,Hold
98,2023-01-16,75.99553129317611,Hold
99,2023-01-23,76.8790613522271,Hold
